item_id,order_id,product_id,quantity,unit_price,discount_percent
OI000665,O000489,P0277,1,652.55,5
OI000666,O000462,P0165,3,898.95,20
OI000667,O000568,P0028,1,379.09,20
OI000668,O000996,P0257,5,831.26,20
OI000669,O000599,P0232,5,374.46,0
OI000670,O000386,P0457,4,96.44,20
OI000671,O000367,P0148,1,118.27,10
OI000672,O000230,P0357,2,501.37,5
OI000673,O000047,P0151,4,969.88,5
OI000674,O000971,P0178,4,449.42,0
OI000675,O000598,P0097,1,31.82,5
OI000676,O000688,P0211,5,349.36,10
OI000677,O000996,P0304,5,843.49,20
OI000678,O000938,P0156,5,140.63,10
OI000679,O000352,P0405,3,234.51,10
OI000680,O000591,P0395,1,156.85,10
OI000681,O000934,P0490,2,622.44,5
OI000682,O000585,P0094,2,840.94,5
OI000683,O000331,P0122,1,50.74,10
OI000684,O000260,P0226,3,375.98,5
OI000685,O000072,P0341,3,978.24,5
OI000686,O000764,P0230,5,975.71,10
OI000687,O000249,P0472,1,410.52,20
OI000688,O000298,P0486,4,928.53,5
OI000689,O000009,P0497,5,975.85,10
OI000690,O000606,P0243,3,969.91,5
OI000691,O000906,P0174,1,734.32,0
OI000692,O000286,P0348,5,125.71,0
OI000693,O000823,P0317,2,451.51,0
OI000694,O000669,P0029,5,644.9,5
OI000695,O000570,P0101,1,92.75,20
OI000696,O000179,P0500,5,400.48,20
OI000697,O000651,P0309,5,516.44,0
OI000698,O000740,P0204,2,718.8,20
OI000699,O000758,P0198,3,22.07,10
OI000700,O000720,P0158,4,875.56,0
OI000701,O000442,P0373,4,744.11,20
OI000702,O000907,P0148,2,807.62,20
OI000703,O000849,P0072,5,601.96,5
OI000704,O000426,P0156,4,988.5,10
OI000705,O000136,P0478,5,758.55,0
OI000706,O000014,P0210,3,420.37,20
OI000707,O000281,P0103,2,833.96,10
OI000708,O000903,P0022,3,836.24,10
OI000709,O000039,P0287,4,232.28,0
OI000710,O000316,P0135,3,956.47,20
OI000711,O000255,P0335,3,422.99,20
OI000712,O000502,P0015,1,767.07,20
OI000713,O000137,P0307,3,585.26,20
OI000714,O000529,P0322,4,974.52,0
OI000715,O000765,P0263,5,27.37,10
OI000716,O000334,P0298,1,154.68,20
OI000717,O000278,P0183,2,62.36,10
OI000718,O000860,P0326,3,58.23,10
OI000719,O000158,P0264,2,768.78,5
OI000720,O000194,P0307,2,548.28,10
OI000721,O000617,P0139,3,104.88,10
OI000722,O000295,P0007,2,522.99,10
OI000723,O000994,P0211,3,921.7,5
OI000724,O000210,P0112,2,508.35,5
OI000725,O000234,P0214,4,916.87,0
OI000726,O000269,P0473,1,484.72,10
OI000727,O000743,P0072,4,890.83,10
OI000728,O000353,P0364,3,38.47,0
OI000729,O000456,P0066,2,691.17,10
OI000730,O000257,P0108,2,981.3,20
OI000731,O000229,P0040,1,776.95,20
OI000732,O000088,P0101,1,42.46,0
OI000733,O000961,P0061,3,52.85,10
OI000734,O000022,P0387,1,784.55,5
OI000735,O000410,P0095,3,38.97,5
OI000736,O000569,P0486,5,354.36,5
OI000737,O000826,P0400,5,249.4,0
OI000738,O000203,P0420,5,765.61,5
OI000739,O000393,P0494,3,180.06,0
OI000740,O000203,P0474,2,921.27,20
OI000741,O000751,P0358,5,193.27,0
OI000742,O000371,P0428,3,981.49,20
OI000743,O000439,P0264,2,413.5,10
OI000744,O000254,P0239,1,524.53,20
OI000745,O000740,P0361,3,561.56,0
OI000746,O000169,P0168,4,124.57,10
OI000747,O000936,P0308,3,690.18,20
OI000748,O000463,P0284,4,297.68,20
OI000749,O000387,P0439,1,895.81,20
OI000750,O000753,P0092,1,998.74,20
OI000751,O000216,P0203,4,527.44,0
OI000752,O000245,P0074,4,406.62,0
OI000753,O000346,P0034,3,975.46,10
OI000754,O000411,P0305,4,131.53,20
OI000755,O000940,P0143,5,597.71,20
OI000756,O000730,P0244,5,950.64,20
OI000757,O000984,P0143,2,770.32,0
OI000758,O000251,P0129,4,502.3,5
OI000759,O000061,P0051,1,832.01,20
OI000760,O000055,P0498,2,388.81,10
OI000761,O000313,P0156,5,627.0,0
OI000762,O000317,P0406,4,209.91,20
OI000763,O000903,P0259,3,547.01,0
OI000764,O000065,P0221,1,389.79,10
OI000765,O000771,P0227,4,45.62,5
OI000766,O000621,P0453,2,496.56,5
OI000767,O000640,P0367,4,492.58,0
OI000768,O000903,P0338,5,688.52,20
OI000769,O000975,P0288,2,511.62,20
OI000770,O000540,P0254,5,971.16,10
OI000771,O000583,P0165,1,37.87,0
OI000772,O000263,P0429,3,355.39,0
OI000773,O000699,P0195,1,433.87,10
OI000774,O000844,P0180,1,664.63,5
OI000775,O000481,P0332,3,596.61,0
OI000776,O000625,P0059,3,178.08,10
OI000777,O000077,P0236,4,572.37,20
OI000778,O000547,P0011,4,592.11,10
OI000779,O000774,P0293,4,329.2,0
OI000780,O000972,P0052,2,342.61,10
OI000781,O000342,P0315,3,369.7,20
OI000782,O000414,P0255,1,841.98,5
OI000783,O000589,P0136,1,304.35,20
OI000784,O000463,P0320,1,720.53,0
OI000785,O000690,P0140,1,570.76,20
OI000786,O000875,P0108,3,797.7,10
OI000787,O000890,P0412,3,438.58,10
OI000788,O000410,P0213,4,258.75,20
OI000789,O000370,P0452,1,631.57,5
OI000790,O000940,P0110,4,275.26,20
OI000791,O000123,P0268,2,370.63,5
OI000792,O000493,P0078,3,845.68,20
OI000793,O000653,P0441,1,637.59,20
OI000794,O000547,P0422,3,649.58,10
OI000795,O000484,P0208,2,122.42,5
OI000796,O000057,P0126,3,469.52,20
OI000797,O000865,P0332,1,209.97,10
OI000798,O000280,P0015,3,791.77,10
OI000799,O000361,P0330,1,964.15,20
OI000800,O000041,P0029,1,320.77,10
OI000801,O000131,P0462,4,897.81,0
OI000802,O000813,P0483,2,243.68,0
OI000803,O000516,P0255,1,245.7,0
OI000804,O000642,P0169,5,739.86,5
OI000805,O000867,P0112,2,115.75,5
OI000806,O000563,P0226,4,261.76,0
OI000807,O000903,P0274,3,702.62,0
OI000808,O000649,P0280,4,480.11,5
OI000809,O000569,P0451,2,369.37,10
OI000810,O000632,P0011,5,44.46,0
OI000811,O000491,P0130,5,390.84,10
OI000812,O000250,P0274,2,859.07,20
OI000813,O000017,P0466,4,928.23,10
OI000814,O000617,P0047,2,304.45,5
OI000815,O000899,P0324,3,880.67,20
OI000816,O000070,P0141,1,824.97,20
OI000817,O000965,P0378,4,927.23,10
OI000818,O000866,P0449,1,826.16,10
OI000819,O000023,P0034,3,426.66,10
OI000820,O000929,P0356,1,764.36,5
OI000821,O000909,P0406,2,13.05,5
OI000822,O000626,P0161,5,91.41,5
OI000823,O000512,P0265,2,848.49,20
OI000824,O000655,P0232,4,874.77,5
OI000825,O000534,P0089,5,828.5,10
OI000826,O000407,P0044,4,373.92,20
OI000827,O000773,P0484,5,232.24,0
OI000828,O000469,P0465,1,974.39,5
OI000829,O000537,P0360,2,59.29,20
OI000830,O000533,P0077,1,958.45,5
OI000831,O000241,P0008,5,440.81,20
OI000832,O000093,P0061,2,716.43,5
OI000833,O000546,P0148,4,388.25,20
OI000834,O000424,P0308,2,995.26,10
OI000835,O000388,P0215,2,414.44,5
OI000836,O000059,P0149,3,243.13,20
OI000837,O000509,P0190,5,687.42,20
OI000838,O000176,P0006,4,141.87,10
OI000839,O000815,P0352,2,716.2,20
OI000840,O000525,P0038,1,561.43,0
OI000841,O000682,P0477,2,476.22,10
OI000842,O000094,P0003,3,509.5,20
OI000843,O000620,P0203,3,140.92,0
OI000844,O000368,P0134,2,508.71,10
OI000845,O000959,P0068,1,324.14,20
OI000846,O000291,P0134,1,320.14,5
OI000847,O000940,P0447,3,750.35,20
OI000848,O000580,P0463,3,616.8,10
OI000849,O000642,P0224,2,322.39,20
OI000850,O000310,P0285,4,62.69,5
OI000851,O000112,P0118,2,45.5,10
OI000852,O000335,P0362,4,442.07,20
OI000853,O000084,P0227,3,988.93,20
OI000854,O000938,P0253,1,847.38,5
OI000855,O000254,P0179,1,211.7,10
OI000856,O000370,P0428,2,752.44,10
OI000857,O000435,P0299,1,530.76,5
OI000858,O000853,P0472,1,253.7,20
OI000859,O000194,P0455,3,35.7,0
OI000860,O000808,P0192,5,929.86,0
OI000861,O000663,P0079,1,90.25,20
OI000862,O000930,P0322,3,598.26,0
OI000863,O000675,P0497,1,659.61,20
OI000864,O000666,P0486,5,138.03,0
OI000865,O000580,P0166,1,746.36,20
OI000866,O000190,P0205,3,186.23,20
OI000867,O000183,P0011,2,171.31,20
OI000868,O000584,P0332,2,129.4,20
OI000869,O000886,P0377,3,904.7,5
OI000870,O000736,P0341,1,833.73,5
OI000871,O000857,P0229,4,481.68,20
OI000872,O000185,P0388,4,812.88,5
OI000873,O000890,P0323,4,102.02,10
OI000874,O000950,P0347,2,651.13,5
OI000875,O000239,P0270,5,93.13,20
OI000876,O000896,P0041,4,307.39,5
OI000877,O000616,P0431,2,527.86,10
OI000878,O000098,P0283,1,918.13,0
OI000879,O000882,P0218,4,103.54,10
OI000880,O000728,P0131,5,90.95,0
OI000881,O000234,P0380,4,187.76,5
OI000882,O000805,P0024,1,422.09,10
OI000883,O000643,P0301,4,759.78,20
OI000884,O000543,P0175,2,218.96,0
OI000885,O000532,P0447,1,439.46,0
OI000886,O000012,P0203,1,23.17,20
OI000887,O000943,P0355,4,870.09,20
OI000888,O000621,P0317,5,367.12,20
OI000889,O000620,P0045,2,143.76,5
OI000890,O000230,P0418,1,699.07,5
OI000891,O000055,P0108,4,652.14,5
OI000892,O000893,P0432,5,199.01,10
OI000893,O000950,P0076,4,427.66,0
OI000894,O000341,P0463,2,741.39,20
OI000895,O000994,P0242,1,861.2,5
OI000896,O000413,P0151,5,831.16,20
OI000897,O000105,P0171,1,111.64,20
OI000898,O000852,P0435,4,739.71,10
OI000899,O000076,P0250,4,491.24,20
OI000900,O000475,P0366,1,533.03,20
OI000901,O000647,P0284,1,275.17,20
OI000902,O000970,P0060,4,626.47,10
OI000903,O000919,P0358,4,30.6,10
OI000904,O000394,P0241,3,443.73,5
OI000905,O000695,P0472,5,854.92,20
OI000906,O000269,P0453,3,725.77,20
OI000907,O000854,P0427,3,798.01,5
OI000908,O000425,P0145,1,670.39,5
OI000909,O000355,P0103,2,609.69,0
OI000910,O000852,P0483,4,310.62,5
OI000911,O000097,P0010,3,882.1,10
OI000912,O000325,P0090,5,41.65,0
OI000913,O000692,P0221,1,621.39,0
OI000914,O000459,P0250,3,993.73,10
OI000915,O000096,P0395,5,274.82,5
OI000916,O000214,P0362,1,927.37,20
OI000917,O000937,P0493,1,974.91,0
OI000918,O000086,P0260,1,175.38,0
OI000919,O000421,P0467,3,165.46,10
OI000920,O000905,P0391,5,503.41,0
OI000921,O000316,P0332,3,341.26,5
OI000922,O000252,P0435,2,444.72,20
OI000923,O000014,P0126,4,347.91,5
OI000924,O000175,P0137,3,718.05,20
OI000925,O000739,P0323,2,160.1,20
OI000926,O000468,P0071,4,419.28,20
OI000927,O000940,P0488,5,796.66,10
OI000928,O000061,P0227,2,772.45,0
OI000929,O000174,P0174,3,407.63,5
OI000930,O000889,P0032,4,761.6,5
OI000931,O000119,P0324,5,972.93,20
OI000932,O000824,P0454,5,874.81,10
OI000933,O000705,P0005,3,901.21,5
OI000934,O000828,P0229,2,888.7,20
OI000935,O000708,P0455,4,777.65,10
OI000936,O000173,P0019,5,341.15,5
OI000937,O000582,P0110,1,516.55,10
OI000938,O000698,P0388,2,33.19,10
OI000939,O000495,P0427,3,729.24,0
OI000940,O000123,P0431,3,267.16,10
OI000941,O000254,P0025,1,454.25,0
OI000942,O000929,P0174,2,807.33,5
OI000943,O000718,P0154,3,670.25,5
OI000944,O000774,P0267,2,114.17,5
OI000945,O000740,P0233,1,155.09,20
OI000946,O000844,P0042,1,71.57,5
OI000947,O000976,P0110,4,87.29,20
OI000948,O000809,P0447,3,588.46,20
OI000949,O000902,P0353,4,734.4,20
OI000950,O000334,P0074,5,135.85,20
OI000951,O000265,P0496,5,864.64,0
OI000952,O000436,P0234,4,42.28,5
OI000953,O000757,P0472,1,605.58,20
OI000954,O000226,P0062,3,576.05,0
OI000955,O000314,P0061,3,311.88,10
OI000956,O000622,P0151,4,37.7,5
OI000957,O000292,P0402,5,427.54,10
OI000958,O000581,P0111,2,820.93,20
OI000959,O000005,P0063,5,355.16,0
OI000960,O000856,P0247,5,316.6,20
OI000961,O000692,P0401,4,480.48,5
OI000962,O000284,P0259,4,764.06,20
OI000963,O000306,P0444,3,98.42,20
OI000964,O000794,P0120,4,345.61,0
OI000965,O000908,P0377,3,649.46,5
OI000966,O000051,P0293,3,565.43,0
OI000967,O000175,P0099,5,546.42,0
OI000968,O000388,P0385,4,507.61,0
OI000969,O000247,P0338,5,187.95,0
OI000970,O000564,P0403,2,252.83,20
OI000971,O000174,P0414,5,610.79,20
OI000972,O000093,P0252,1,346.56,5
OI000973,O000850,P0013,5,324.21,10
OI000974,O000187,P0059,1,546.36,10
OI000975,O000295,P0094,3,770.62,5
OI000976,O000629,P0488,4,681.82,0
OI000977,O000667,P0093,1,716.17,10
OI000978,O000799,P0051,3,151.04,10
OI000979,O000529,P0193,1,61.36,5
OI000980,O000485,P0253,5,754.87,20
OI000981,O000236,P0138,1,325.15,20
OI000982,O000135,P0248,1,413.42,5
OI000983,O000039,P0138,5,963.84,0
OI000984,O000505,P0391,5,655.04,5
OI000985,O000624,P0291,4,451.52,5
OI000986,O000292,P0192,5,985.46,5
OI000987,O000868,P0493,5,457.22,0
OI000988,O000952,P0493,5,296.36,5
OI000989,O000002,P0031,4,280.57,10
OI000990,O000779,P0180,2,589.31,10
OI000991,O000094,P0083,5,567.45,10
OI000992,O000184,P0203,1,832.19,10
OI000993,O000885,P0108,5,509.77,10
OI000994,O000702,P0326,3,979.84,20
OI000995,O000560,P0126,3,348.21,20
OI000996,O000673,P0009,2,649.98,0
OI000997,O000976,P0003,1,675.98,20
OI000998,O000193,P0391,4,542.75,0
OI000999,O000064,P0457,4,675.52,10
OI001000,O000771,P0424,5,364.39,5
OI001001,O000018,P0064,4,376.78,5
OI001002,O000911,P0005,2,745.71,10
OI001003,O000733,P0099,1,818.12,10
OI001004,O000453,P0120,4,967.62,0
OI001005,O000575,P0253,5,217.0,5
OI001006,O000812,P0057,3,573.41,20
OI001007,O000350,P0283,2,663.24,5
OI001008,O000134,P0302,2,748.51,5
OI001009,O000532,P0478,5,856.92,10
OI001010,O000393,P0435,1,992.03,10
OI001011,O000930,P0002,4,644.56,0
OI001012,O000662,P0222,4,281.3,20
OI001013,O000239,P0186,5,761.43,5
OI001014,O000097,P0143,4,537.09,10
OI001015,O000011,P0201,2,341.36,0
OI001016,O000463,P0354,4,958.2,5
OI001017,O000404,P0085,3,317.7,0
OI001018,O000058,P0246,4,809.98,10
OI001019,O000513,P0127,1,478.84,10
OI001020,O000112,P0421,3,524.48,5
OI001021,O000150,P0398,5,623.37,0
OI001022,O000915,P0297,1,94.68,0
OI001023,O000069,P0194,3,891.18,0
OI001024,O000262,P0032,4,64.24,20
OI001025,O000135,P0053,1,563.67,10
OI001026,O000782,P0206,1,621.13,20
OI001027,O000478,P0443,5,789.6,0
OI001028,O000929,P0197,4,797.21,0
OI001029,O000696,P0334,1,459.54,10
OI001030,O000395,P0056,1,22.17,0
OI001031,O000397,P0464,5,134.72,10
OI001032,O000728,P0216,4,727.38,20
OI001033,O000381,P0125,2,799.06,0
OI001034,O000262,P0160,5,441.49,10
OI001035,O000638,P0299,5,777.74,5
OI001036,O000962,P0159,5,349.47,10
OI001037,O000017,P0266,5,661.1,5
OI001038,O000118,P0122,5,820.99,0
OI001039,O000865,P0177,2,976.75,5
OI001040,O000141,P0175,2,671.18,20
OI001041,O000679,P0437,5,570.44,10
OI001042,O000614,P0215,3,170.66,20
OI001043,O000087,P0254,2,920.75,5
OI001044,O000472,P0239,5,221.01,20
OI001045,O000679,P0414,4,213.26,5
OI001046,O000014,P0186,1,82.99,0
OI001047,O000236,P0073,3,446.0,10
OI001048,O000090,P0500,1,207.13,10
OI001049,O000357,P0113,3,721.65,10
OI001050,O000504,P0092,2,31.28,10
OI001051,O000208,P0011,2,385.13,0
OI001052,O000694,P0480,2,312.02,5
OI001053,O000758,P0415,3,664.3,20
OI001054,O000134,P0061,2,883.9,5
OI001055,O000389,P0099,5,384.41,10
OI001056,O000652,P0307,4,977.21,5
OI001057,O000095,P0391,5,591.45,10
OI001058,O000305,P0168,2,62.73,10
OI001059,O000259,P0436,5,968.7,20
OI001060,O000429,P0373,1,786.82,0
OI001061,O000343,P0261,4,753.79,10
OI001062,O000340,P0266,4,187.21,10
OI001063,O000990,P0367,4,479.02,20
OI001064,O000075,P0107,2,895.94,20
OI001065,O000481,P0203,2,312.94,20
OI001066,O000322,P0479,3,261.98,0
OI001067,O000276,P0385,1,302.1,10
OI001068,O000472,P0299,1,470.6,10
OI001069,O000873,P0231,4,438.18,10
OI001070,O000540,P0163,3,388.55,5
OI001071,O000905,P0120,3,648.9,10
OI001072,O000169,P0151,5,517.66,0
OI001073,O000567,P0475,2,107.43,0
OI001074,O000738,P0020,5,208.3,5
OI001075,O000675,P0129,3,747.76,10
OI001076,O000391,P0362,5,998.02,10
OI001077,O000018,P0395,3,289.03,10
OI001078,O000828,P0485,4,823.64,0
OI001079,O000967,P0335,5,989.38,5
OI001080,O000815,P0117,2,726.1,5
OI001081,O000972,P0120,5,591.13,20
OI001082,O000945,P0175,1,319.94,5
OI001083,O000879,P0395,4,217.49,20
OI001084,O000062,P0192,2,581.73,5
OI001085,O000626,P0483,1,504.8,10
OI001086,O000696,P0116,4,431.46,20
OI001087,O000614,P0167,5,33.01,0
OI001088,O000285,P0079,3,572.51,20
OI001089,O000781,P0105,4,73.07,20
OI001090,O000386,P0244,1,335.55,20
OI001091,O000624,P0048,2,113.27,5
OI001092,O000066,P0424,5,493.73,5
OI001093,O000408,P0036,4,290.98,5
OI001094,O000597,P0338,5,79.28,0
OI001095,O000755,P0266,1,180.11,20
OI001096,O000801,P0081,1,137.85,20
OI001097,O000980,P0381,1,395.1,5
OI001098,O000267,P0446,2,316.66,20
OI001099,O000326,P0310,5,939.76,5
OI001100,O000182,P0367,4,282.69,0
OI001101,O000293,P0229,1,826.34,5
OI001102,O000674,P0467,5,880.45,20
OI001103,O000948,P0295,1,739.92,10
OI001104,O000935,P0178,3,397.18,5
OI001105,O000851,P0128,2,900.96,20
OI001106,O000938,P0197,2,701.54,0
OI001107,O000806,P0358,1,247.3,5
OI001108,O000561,P0452,5,298.97,0
OI001109,O000445,P0466,4,417.17,0
OI001110,O000756,P0040,1,509.35,10
OI001111,O000840,P0231,2,260.24,0
OI001112,O000947,P0014,1,642.48,20
OI001113,O000781,P0176,4,857.22,20
OI001114,O000078,P0006,3,123.54,5
OI001115,O000670,P0344,4,489.91,0
OI001116,O000170,P0281,2,716.45,20
OI001117,O000288,P0242,3,843.15,5
OI001118,O000037,P0311,1,185.46,0
OI001119,O000801,P0087,1,674.68,0
OI001120,O000560,P0079,4,364.51,5
OI001121,O000071,P0458,5,224.0,0
OI001122,O000211,P0200,3,449.55,0
OI001123,O000100,P0396,4,769.44,5
OI001124,O000768,P0466,2,207.99,0
OI001125,O000864,P0015,1,343.75,5
OI001126,O000130,P0113,1,798.95,5
OI001127,O000343,P0023,4,517.38,10
OI001128,O000661,P0288,2,628.43,20
OI001129,O000877,P0062,2,221.64,10
OI001130,O000663,P0089,1,408.12,10
OI001131,O000025,P0200,2,464.19,0
OI001132,O000571,P0333,5,375.29,0
OI001133,O000448,P0211,3,769.87,20
OI001134,O000209,P0365,5,793.35,5
OI001135,O000516,P0492,1,603.87,20
OI001136,O000273,P0171,2,639.0,10
OI001137,O000988,P0035,3,27.47,20
OI001138,O000784,P0262,2,508.39,0
OI001139,O000477,P0011,5,761.35,0
OI001140,O000633,P0122,4,759.67,0
OI001141,O000123,P0071,3,503.74,5
OI001142,O000311,P0193,2,645.62,5
OI001143,O000909,P0379,3,142.92,10
OI001144,O000082,P0267,4,651.57,10
OI001145,O000049,P0118,3,349.3,5
OI001146,O000111,P0465,2,803.44,5
OI001147,O000782,P0267,3,191.71,0
OI001148,O000133,P0446,4,79.29,5
OI001149,O000107,P0325,2,938.89,5
OI001150,O000188,P0089,5,553.36,5
OI001151,O000484,P0260,1,431.98,20
OI001152,O000638,P0085,2,252.48,5
OI001153,O000510,P0156,3,580.66,5
OI001154,O000557,P0442,4,89.22,10
OI001155,O000816,P0194,2,476.01,20
OI001156,O000332,P0313,4,762.72,20
OI001157,O000041,P0391,4,433.12,0
OI001158,O000615,P0305,5,161.27,5
OI001159,O000527,P0195,4,312.79,10
OI001160,O000769,P0288,5,486.04,10
OI001161,O000280,P0367,4,203.76,5
OI001162,O000009,P0007,5,733.06,10
OI001163,O000505,P0208,4,940.88,10
OI001164,O000787,P0251,3,644.64,0
OI001165,O000838,P0454,1,992.55,0
OI001166,O000789,P0478,5,170.74,20
OI001167,O000523,P0395,3,514.51,20
OI001168,O000755,P0357,1,654.4,20
OI001169,O000506,P0125,4,44.16,10
OI001170,O000058,P0358,2,268.72,20
OI001171,O000302,P0131,2,606.13,5
OI001172,O000026,P0060,1,647.95,20
OI001173,O000815,P0362,5,974.4,0
OI001174,O000387,P0449,4,174.17,20
OI001175,O000518,P0355,3,505.64,20
OI001176,O000631,P0376,4,754.94,0
OI001177,O000224,P0326,5,778.92,10
OI001178,O000293,P0138,2,930.72,20
OI001179,O000631,P0004,2,818.23,0
OI001180,O000199,P0036,4,529.71,10
OI001181,O000883,P0088,2,380.9,5
OI001182,O000406,P0250,2,507.59,0
OI001183,O000923,P0291,2,193.78,0
OI001184,O000375,P0415,2,266.76,20
OI001185,O000903,P0321,5,118.1,5
OI001186,O000164,P0151,1,383.95,10
OI001187,O000132,P0176,1,589.79,20
OI001188,O000994,P0345,1,19.41,10
OI001189,O000015,P0341,5,791.32,0
OI001190,O000199,P0109,5,793.87,20
OI001191,O000545,P0478,4,478.5,10
OI001192,O000880,P0173,3,685.04,10
OI001193,O000646,P0419,2,941.58,20
OI001194,O000776,P0313,1,975.55,10
OI001195,O000206,P0002,4,871.84,20
OI001196,O000285,P0014,5,131.67,10
OI001197,O000510,P0189,4,622.17,20
OI001198,O000847,P0339,2,13.1,10
OI001199,O000035,P0325,3,874.7,10
OI001200,O000910,P0120,5,489.69,0
OI001201,O000714,P0220,4,987.0,0
OI001202,O000789,P0151,5,203.13,5
OI001203,O000890,P0017,2,502.95,0
OI001204,O000618,P0427,5,987.35,20
OI001205,O000345,P0459,4,955.5,20
OI001206,O000494,P0125,2,178.73,0
OI001207,O000217,P0223,1,168.63,10
OI001208,O000786,P0393,3,228.17,10
OI001209,O000976,P0488,1,668.82,20
OI001210,O000186,P0408,3,873.22,0
OI001211,O000703,P0194,4,657.38,20
OI001212,O000478,P0115,3,124.53,0
OI001213,O000229,P0046,3,743.18,5
OI001214,O000238,P0294,3,136.14,10
OI001215,O000779,P0296,1,317.69,5
OI001216,O000795,P0217,3,773.57,5
OI001217,O000455,P0055,4,19.1,20
OI001218,O000648,P0075,3,838.84,20
OI001219,O000934,P0076,5,290.56,0
OI001220,O000656,P0159,5,990.43,0
OI001221,O000561,P0435,5,483.5,5
OI001222,O000058,P0150,4,68.22,10
OI001223,O000313,P0424,2,849.59,5
OI001224,O000108,P0473,2,858.21,20
OI001225,O000613,P0418,2,991.15,20
OI001226,O000692,P0217,4,990.41,20
OI001227,O000801,P0037,5,729.49,10
OI001228,O000400,P0359,5,399.83,5
OI001229,O000663,P0386,5,867.2,0
OI001230,O000623,P0235,2,581.39,20
OI001231,O000989,P0150,2,217.67,5
OI001232,O000019,P0186,5,110.93,5
OI001233,O000772,P0487,4,682.65,5
OI001234,O000116,P0050,3,974.42,5
OI001235,O000108,P0061,5,653.6,20
OI001236,O000305,P0322,4,252.55,0
OI001237,O000494,P0204,4,309.66,5
OI001238,O000769,P0398,1,779.95,20
OI001239,O000564,P0324,4,373.65,0
OI001240,O000239,P0043,1,494.33,5
OI001241,O000048,P0301,5,987.48,20
OI001242,O000561,P0356,1,796.4,5
OI001243,O000787,P0248,4,305.38,5
OI001244,O000204,P0167,1,716.63,5
OI001245,O000831,P0417,1,399.86,20
OI001246,O000131,P0266,5,543.59,0
OI001247,O000425,P0495,1,188.86,5
OI001248,O000011,P0285,4,802.51,0
OI001249,O000081,P0066,5,214.17,5
OI001250,O000180,P0288,3,852.94,0
OI001251,O000174,P0064,5,305.59,5
OI001252,O000867,P0484,1,255.85,0
OI001253,O000601,P0338,5,450.47,20
OI001254,O000641,P0268,3,610.11,5
OI001255,O000203,P0340,1,244.73,5
OI001256,O000291,P0154,2,957.85,5
OI001257,O000736,P0143,2,731.81,20
OI001258,O000153,P0282,3,268.07,5
OI001259,O000820,P0234,1,945.29,20
OI001260,O000294,P0275,2,79.85,10
OI001261,O000395,P0366,3,568.01,5
OI001262,O000860,P0421,2,323.2,20
OI001263,O000777,P0014,5,255.02,10
OI001264,O000256,P0273,1,687.14,20
OI001265,O000136,P0169,1,369.19,10
OI001266,O000560,P0075,2,280.91,0
OI001267,O000773,P0497,2,384.85,0
OI001268,O000253,P0090,5,731.04,10
OI001269,O000857,P0049,5,355.41,10
OI001270,O000556,P0312,1,897.6,5
OI001271,O000652,P0485,4,188.87,20
OI001272,O000977,P0304,2,266.47,5
OI001273,O000259,P0074,4,571.89,10
OI001274,O000109,P0471,3,710.43,5
OI001275,O000857,P0362,4,191.27,10
OI001276,O000960,P0258,3,283.06,20
OI001277,O000469,P0157,1,947.98,20
OI001278,O000641,P0433,1,638.33,0
OI001279,O000492,P0484,1,173.46,0
OI001280,O000174,P0381,3,558.62,20
OI001281,O000022,P0493,4,680.26,5
OI001282,O000983,P0255,5,688.27,0
OI001283,O000831,P0008,5,198.28,0
OI001284,O000871,P0360,5,752.17,5
OI001285,O000087,P0311,4,965.0,5
OI001286,O000359,P0039,3,841.01,10
OI001287,O000105,P0217,4,385.3,10
OI001288,O000232,P0174,2,833.41,0
OI001289,O000595,P0154,4,300.61,5
OI001290,O000005,P0378,5,399.69,10
OI001291,O000073,P0479,4,893.57,20
OI001292,O000118,P0183,1,619.37,10
OI001293,O000612,P0182,1,15.1,5
OI001294,O000824,P0182,1,110.32,20
OI001295,O000405,P0044,5,519.18,5
OI001296,O000842,P0064,4,16.84,10
OI001297,O000464,P0241,4,380.57,10
OI001298,O000878,P0457,2,541.06,10
OI001299,O000223,P0225,4,170.22,10
OI001300,O000889,P0003,3,884.74,5
OI001301,O000227,P0098,3,49.85,20
OI001302,O000863,P0381,3,901.99,5
OI001303,O000408,P0486,4,960.1,10
OI001304,O000244,P0216,4,554.62,5
OI001305,O000666,P0385,4,506.84,20
OI001306,O000270,P0057,1,794.79,5
OI001307,O000319,P0177,5,23.51,5
OI001308,O000107,P0348,3,435.37,0
OI001309,O000890,P0246,3,289.4,0
OI001310,O000879,P0127,5,160.97,5
OI001311,O000511,P0144,1,865.53,5
OI001312,O000879,P0102,4,709.4,0
OI001313,O000735,P0313,2,196.78,5
OI001314,O000470,P0062,2,407.27,10
OI001315,O000394,P0476,2,432.04,5
OI001316,O000187,P0443,1,386.55,10
OI001317,O000474,P0114,3,431.82,0
OI001318,O000539,P0219,1,311.25,10
OI001319,O000745,P0144,3,714.47,5
OI001320,O000656,P0459,1,189.93,0
OI001321,O000107,P0339,3,219.86,20
OI001322,O000574,P0466,5,109.75,5
OI001323,O000517,P0486,4,369.95,10
OI001324,O000229,P0050,1,686.13,5
OI001325,O000679,P0185,3,745.5,10
OI001326,O000488,P0333,3,217.93,20
OI001327,O000179,P0455,1,139.18,0
OI001328,O000085,P0301,2,201.0,20
OI001329,O000203,P0039,5,622.82,10
